sequence_no,log_id,timestamp,source,service,event_type,severity,risk_label,risk_score,method,endpoint,status_code,response_time_ms,user_id,source_ip,session_id,user_agent,host,environment,trace_id,mitre_tactic,mitre_technique_id,mitre_technique,recommendation,message
782,LOG-8A8249170D83,2026-07-02T15:47:57+05:30,auth,nginx,authentication_failure,high,auth_risk,65,GET,/api/verify-admin-access,403,464,guest,192.168.1.10,sess-d0eea5b5,curl/8.1,db-01,development,trace-ed37a2aded3e482b,,,,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/verify-admin-access 403 in 464ms (next.js: 35ms, application-code: 428ms)"
783,LOG-6E1248CA0043,2026-07-02T15:48:37+05:30,auth,mongodb,authentication_failure,high,auth_risk,57,GET,/api/auth,403,478,analyst,192.168.1.11,sess-af890384,BotProbe/1.0,app-02,production,trace-c2a8aa0653484db2,,,,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/auth 403 in 478ms (next.js: 36ms, application-code: 441ms)"
784,LOG-E7D57DB41078,2026-07-02T15:48:58+05:30,auth,nginx,authentication_failure,high,auth_risk,73,GET,/api/verify-admin-access,403,156,hr_user,192.168.1.11,sess-07ee39f6,Firefox/124 Windows,web-01,production,trace-5510bf636c064af0,Initial Access,T1078,Valid Accounts,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/verify-admin-access 403 in 156ms (next.js: 29ms, application-code: 131ms)"
785,LOG-140147CF8DF1,2026-07-02T15:49:33+05:30,auth,firewall,authentication_failure,warning,auth_risk,74,GET,/api/auth,401,254,support,192.168.1.12,sess-3908a4d7,Safari/17 macOS,app-02,production,trace-28e8040d375f42ba,,,,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/auth 401 in 254ms (next.js: 18ms, application-code: 205ms)"
786,LOG-20087423A300,2026-07-02T15:50:00+05:30,auth,mongodb,authentication_failure,warning,auth_risk,69,GET,/api/verify-admin-access,401,331,hr_user,192.168.1.10,sess-2324a8c4,Safari/17 macOS,app-02,development,trace-0fc894445ca44136,,,,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/verify-admin-access 401 in 331ms (next.js: 61ms, application-code: 293ms)"
787,LOG-D982B5667226,2026-07-02T15:50:17+05:30,auth,firewall,authentication_failure,high,auth_risk,82,GET,/api/get-token,403,92,admin,198.51.100.42,sess-dcfed8b6,MobileChrome/126 Android,app-01,production,trace-ea4a74666eed479e,,,,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/get-token 403 in 92ms (next.js: 53ms, application-code: 29ms)"
788,LOG-28E2B3946C4D,2026-07-02T15:50:32+05:30,auth,firewall,authentication_failure,warning,auth_risk,75,GET,/api/get-token,401,120,api_bot,91.240.118.73,sess-1fdf1994,curl/8.1,db-01,staging,trace-032fad714e774202,,,,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/get-token 401 in 120ms (next.js: 8ms, application-code: 55ms)"
789,LOG-E4660E4D7FE6,2026-07-02T15:51:22+05:30,auth,scheduler,authentication_failure,warning,auth_risk,65,GET,/api/get-token,401,36,admin,198.51.100.42,sess-595d114e,Edge/126 Windows,api-01,production,trace-dcc3f7a1281848f9,Initial Access,T1078,Valid Accounts,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/get-token 401 in 36ms (next.js: 26ms, application-code: 1ms)"
790,LOG-5F27417904DD,2026-07-02T15:51:50+05:30,auth,firewall,authentication_failure,high,auth_risk,60,GET,/api/auth,401,251,trainer,203.0.113.90,sess-1a586c17,curl/8.1,app-02,production,trace-4eef8303a9c04772,,,,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/auth 401 in 251ms (next.js: 52ms, application-code: 194ms)"
791,LOG-FCD258BA8158,2026-07-02T15:52:00+05:30,auth,nginx,authentication_failure,warning,auth_risk,63,GET,/api/get-token,401,85,manager,172.16.0.21,sess-70489616,Edge/126 Windows,db-01,development,trace-fabb83b099ef432f,Initial Access,T1078,Valid Accounts,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/get-token 401 in 85ms (next.js: 57ms, application-code: 67ms)"
792,LOG-1E8A8A27F1C1,2026-07-02T15:52:19+05:30,auth,load-balancer,authentication_failure,warning,auth_risk,56,GET,/api/verify-admin-access,401,278,devops,45.67.21.88,sess-6f554987,Firefox/124 Windows,api-01,production,trace-62372756dbfa4874,Initial Access,T1078,Valid Accounts,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/verify-admin-access 401 in 278ms (next.js: 13ms, application-code: 235ms)"
793,LOG-B5C93040D06A,2026-07-02T15:52:55+05:30,auth,payment-service,authentication_failure,high,auth_risk,58,GET,/api/auth,403,391,manager,198.51.100.42,sess-61c096ce,Edge/126 Windows,db-01,staging,trace-46b8f90b33c34aad,,,,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/auth 403 in 391ms (next.js: 14ms, application-code: 342ms)"
794,LOG-9C533A3FD357,2026-07-02T15:53:26+05:30,auth,frontend-browser,authentication_failure,high,auth_risk,81,GET,/api/verify-admin-access,403,413,keerthi,192.168.1.12,sess-2cb02879,MobileChrome/126 Android,db-01,development,trace-ba9c565ffafc4aea,Initial Access,T1078,Valid Accounts,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/verify-admin-access 403 in 413ms (next.js: 20ms, application-code: 346ms)"
795,LOG-87858B8639DA,2026-07-02T15:54:05+05:30,auth,redis,authentication_failure,warning,auth_risk,57,GET,/api/verify-admin-access,403,271,student02,91.240.118.73,sess-e0616ccf,PostmanRuntime/7.37,app-01,development,trace-d9590861a6a44c80,Initial Access,T1078,Valid Accounts,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/verify-admin-access 403 in 271ms (next.js: 38ms, application-code: 231ms)"
796,LOG-611E54FC61E3,2026-07-02T15:54:37+05:30,auth,linux-host,authentication_failure,high,auth_risk,57,GET,/api/auth,403,466,devops,192.168.2.15,sess-e176c5e2,Edge/126 Windows,worker-01,production,trace-a09baa39efc84fd4,,,,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/auth 403 in 466ms (next.js: 41ms, application-code: 459ms)"
797,LOG-B4ABBC9D73C4,2026-07-02T15:55:26+05:30,auth,redis,authentication_failure,warning,auth_risk,70,GET,/api/verify-admin-access,401,447,finance_user,103.14.88.2,sess-755e80db,Safari/17 macOS,db-01,staging,trace-be237eb73c274b8b,,,,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/verify-admin-access 401 in 447ms (next.js: 18ms, application-code: 379ms)"
798,LOG-30BEDA02AF87,2026-07-02T15:56:02+05:30,auth,api-gateway,authentication_failure,warning,auth_risk,63,GET,/api/get-token,401,112,trainer,192.168.1.12,sess-55fe1c2e,MobileChrome/126 Android,app-02,development,trace-ac579d2a66754859,Initial Access,T1078,Valid Accounts,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/get-token 401 in 112ms (next.js: 58ms, application-code: 54ms)"
799,LOG-D781B8D7C4ED,2026-07-02T15:56:36+05:30,auth,api-gateway,authentication_failure,warning,auth_risk,77,GET,/api/auth,403,99,trainer,198.51.100.42,sess-5f9d2e44,Safari/17 macOS,app-02,production,trace-63ac30e81b8949fc,Initial Access,T1078,Valid Accounts,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/auth 403 in 99ms (next.js: 45ms, application-code: 73ms)"
800,LOG-A094039E0367,2026-07-02T15:57:18+05:30,auth,redis,authentication_failure,warning,auth_risk,72,GET,/api/get-token,403,485,guest,45.67.21.88,sess-8f530aa9,MobileChrome/126 Android,web-01,production,trace-71fcef645bac4390,,,,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/get-token 403 in 485ms (next.js: 56ms, application-code: 452ms)"
801,LOG-5AD1CEA58F65,2026-07-02T15:58:13+05:30,auth,api-gateway,authentication_failure,warning,auth_risk,76,GET,/api/auth,401,433,analyst,203.0.113.90,sess-3b28bd83,Safari/17 macOS,app-01,production,trace-15e0a2f56d9e472e,,,,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/auth 401 in 433ms (next.js: 47ms, application-code: 372ms)"
802,LOG-2F2A556DE7CF,2026-07-02T15:59:05+05:30,auth,mongodb,authentication_failure,warning,auth_risk,60,GET,/api/get-token,401,328,devops,88.214.26.18,sess-f234ec61,curl/8.1,worker-01,staging,trace-7361a007657e4c96,,,,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/get-token 401 in 328ms (next.js: 59ms, application-code: 283ms)"
803,LOG-184BD35D38ED,2026-07-02T15:59:54+05:30,auth,postgresql,authentication_failure,high,auth_risk,66,GET,/api/verify-admin-access,403,71,hr_user,198.51.100.42,sess-2ff3ce5e,Firefox/124 Windows,app-01,staging,trace-76e42c4978f441e1,Initial Access,T1078,Valid Accounts,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/verify-admin-access 403 in 71ms (next.js: 17ms, application-code: 63ms)"
804,LOG-1B32CD4499FA,2026-07-02T16:00:00+05:30,unknown,unknown,malformed_record,warning,api_route_risk,62,,,,,,,sess-23b6f088,,db-01,staging,trace-6cacd3b486e34f2f,,,,"Verify API route availability, frontend URL configuration, and deployment routing.",duplicate-like log entry /api/get-token 401
805,LOG-117D4DDCDF95,2026-07-02T16:00:01+05:30,auth,redis,authentication_failure,warning,auth_risk,71,GET,/api/auth,403,380,hr_user,192.168.1.10,sess-bcf2d20d,Firefox/124 Windows,api-01,production,trace-62b76f5789254c3d,,,,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/auth 403 in 380ms (next.js: 14ms, application-code: 372ms)"
806,LOG-160DC9877DED,2026-07-02T16:00:24+05:30,auth,payment-service,authentication_failure,high,auth_risk,61,GET,/api/verify-admin-access,401,88,keerthi,192.168.1.10,sess-70e4d60c,PostmanRuntime/7.37,api-01,staging,trace-02faddec20124f76,Initial Access,T1078,Valid Accounts,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/verify-admin-access 401 in 88ms (next.js: 46ms, application-code: 37ms)"
807,LOG-8D0863757746,2026-07-02T16:00:32+05:30,auth,linux-host,authentication_failure,warning,auth_risk,56,GET,/api/get-token,403,92,devops,172.16.0.21,sess-80b4623d,curl/8.1,app-02,production,trace-a60ab89458124f03,,,,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/get-token 403 in 92ms (next.js: 9ms, application-code: 34ms)"
808,LOG-DB07619E705E,2026-07-02T16:00:52+05:30,auth,worker-service,authentication_failure,warning,auth_risk,66,GET,/api/get-token,403,162,hr_user,103.14.88.2,sess-96e9b5f3,curl/8.1,worker-01,production,trace-95d331a0a23a4e9e,,,,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/get-token 403 in 162ms (next.js: 35ms, application-code: 155ms)"
809,LOG-2B62984B3B94,2026-07-02T16:01:00+05:30,unknown,unknown,malformed_record,warning,api_route_risk,62,,,,,,,sess-5574db17,,web-01,development,trace-2b7313f3815d49b0,,,,"Verify API route availability, frontend URL configuration, and deployment routing.",GET /api/profile status missing_response_time
810,LOG-01147D5FF3F7,2026-07-02T16:01:34+05:30,auth,linux-host,authentication_failure,warning,auth_risk,67,GET,/api/verify-admin-access,401,385,guest,192.168.1.12,sess-6edc03da,Edge/126 Windows,db-01,production,trace-2e1f28ba47c34a68,Initial Access,T1078,Valid Accounts,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/verify-admin-access 401 in 385ms (next.js: 67ms, application-code: 315ms)"
811,LOG-45E6AB3C227B,2026-07-02T16:02:00+05:30,unknown,unknown,malformed_record,warning,api_route_risk,57,,,,,,999.999.999.999,sess-a84218ff,,gateway-01,production,trace-3f86d624eabc4361,,,,"Verify API route availability, frontend URL configuration, and deployment routing.",invalid timestamp | user=guest | ip=999.999.999.999
812,LOG-982E56575995,2026-07-02T16:02:25+05:30,auth,windows-host,authentication_failure,high,auth_risk,64,GET,/api/verify-admin-access,401,155,guest,10.0.0.5,sess-2d8e2676,PostmanRuntime/7.37,gateway-01,production,trace-c92514969b884ed9,,,,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/verify-admin-access 401 in 155ms (next.js: 47ms, application-code: 148ms)"
813,LOG-13A0C58D2D03,2026-07-02T16:03:00+05:30,unknown,unknown,malformed_record,warning,api_route_risk,70,,,,,,999.999.999.999,sess-404861b5,,db-01,development,trace-04d7cfd2ad0d47fd,,,,"Verify API route availability, frontend URL configuration, and deployment routing.",invalid timestamp | user=guest | ip=999.999.999.999
814,LOG-2435E82D4FB0,2026-07-02T16:03:19+05:30,auth,api-gateway,authentication_failure,high,auth_risk,68,GET,/api/verify-admin-access,401,74,analyst,172.16.0.33,sess-20986e53,Chrome/126 Windows,api-01,development,trace-129bb4f914984b7d,Initial Access,T1078,Valid Accounts,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/verify-admin-access 401 in 74ms (next.js: 28ms, application-code: 7ms)"
815,LOG-609E049B96AB,2026-07-02T16:03:45+05:30,auth,worker-service,authentication_failure,warning,auth_risk,63,GET,/api/get-token,401,71,support,192.168.1.12,sess-a2990465,MobileChrome/126 Android,api-01,production,trace-2f49a1cf2f5a4867,Initial Access,T1078,Valid Accounts,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/get-token 401 in 71ms (next.js: 26ms, application-code: 29ms)"
816,LOG-4CD72E0550E4,2026-07-02T16:04:00+05:30,unknown,unknown,malformed_record,warning,api_route_risk,65,,,,,,999.999.999.999,sess-40127ba0,,web-01,production,trace-92322c94a9654973,,,,"Verify API route availability, frontend URL configuration, and deployment routing.",invalid timestamp | user=guest | ip=999.999.999.999
817,LOG-24E6357AF1C7,2026-07-02T16:04:25+05:30,auth,windows-host,authentication_failure,high,auth_risk,57,GET,/api/auth,401,471,manager,172.16.0.21,sess-9b557ce7,Safari/17 macOS,worker-01,staging,trace-d8df7841c5254173,Initial Access,T1078,Valid Accounts,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/auth 401 in 471ms (next.js: 39ms, application-code: 423ms)"
818,LOG-6B491132C08E,2026-07-02T16:05:00+05:30,unknown,unknown,malformed_record,warning,api_route_risk,66,,,,,,,sess-7c071d5f,,api-01,development,trace-6334d7dc3bd6489b,,,,"Verify API route availability, frontend URL configuration, and deployment routing.",GET /api/profile status missing_response_time
819,LOG-660E36E665CC,2026-07-02T16:05:18+05:30,auth,nginx,authentication_failure,high,auth_risk,82,GET,/api/get-token,401,31,finance_user,203.0.113.90,sess-f69266b4,MobileChrome/126 Android,api-01,development,trace-a7bb16fc1d9643b9,Initial Access,T1078,Valid Accounts,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/get-token 401 in 31ms (next.js: 52ms, application-code: 1ms)"
820,LOG-3EF8338B3341,2026-07-02T16:05:24+05:30,auth,nextjs-app,authentication_failure,warning,auth_risk,78,GET,/api/auth,403,48,student02,91.240.118.73,sess-cdb9b13e,MobileChrome/126 Android,worker-01,production,trace-f0ca8a5b6e8e4726,,,,"Review token/session handling, failed attempts, and authentication middleware.","GET /api/auth 403 in 48ms (next.js: 7ms, application-code: 1ms)"
821,LOG-F1E8B8FD0B0F,2026-07-02T16:06:00+05:30,unknown,unknown,malformed_record,warning,api_route_risk,60,,,,,,,sess-d01ee952,,web-01,production,trace-98fb227684234dee,,,,"Verify API route availability, frontend URL configuration, and deployment routing.",GET /api/profile status missing_response_time
